"id_car","post_code_mov","id_cluster","nm_nome_cleaned","conteggio","id_macro_prod_iss","te_macro_prod_iss","id_fam_prod_iss","te_fam_prod_iss","id_ctg_2","te_ctg_2","id_macro_ctg_2","te_macro_ctg_2"
"C01A1DF1F8EBCE58228A8A71078B49C1","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"914D80F48266822B9C4549D85209EC8F","63074","0000000640","GIARDINANDO","2","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"3397E754F37DE8869DBFF1F40614E061","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"AD75C12303BF9CBC59DCE7F46364966D","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"750804307104EE099E31577D52D6E1F8","63074","0000002830","GIOCA NATURA CREATIVIT","1","1","Classic","1","Classic e Rateali","28","GIOCATTOLI","7","RETAIL"
"E72451F431CFC62BB50650AF4F416CFA","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"298509910DF957C9EA47CED01AA1B740","63074","0000000640","GIARDINANDO","2","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"30AEFE2B2C5E97910420A13A3B8CFD1E","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"711D29B0DC86B8A9549EACBF5661B2B9","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"12CBCF3044693E9EF01F47EB574FE76B","63074","0000000640","GIARDINANDO","2","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"30F33A2BC5116B5EEEC8EE435F83B858","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"16407591AB1551A40D35D53E3BBBCE35","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"58D0325108CC460971A402402A3485D2","63074","0000000640","GIARDINANDO","6","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"E74861567202D81CF18D216F7E9520F4","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"57DA070147E22ABAB78952C033214001","63074","0000000640","GIARDINANDO","2","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"8817B39449C9482ADE48E5B461ADA6F6","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"A06B81A4EFAD2EFDBE68D86F484463DF","63074","0000000640","GIARDINANDO","3","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"A486BA9D69A9C6D1523486C708C3B497","63074","0000000640","GIARDINANDO","2","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"2A1EA456FF0F900CE7311C12A9C11032","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"77589163B8311689185AE5A6A87C80D8","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"8A47800E5302931E8C3A80AE27EEF6EB","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"8A47800E5302931E8C3A80AE27EEF6EB","63074","0000002830","GIOCA NATURA CREATIVIT","1","1","Classic","1","Classic e Rateali","28","GIOCATTOLI","7","RETAIL"
"E000C2C2C4D740364924B64A913E5847","63074","0000002830","GIOCA NATURA CREATIVIT","1","1","Classic","1","Classic e Rateali","28","GIOCATTOLI","7","RETAIL"
"DCCA6BC8AF1D42134E78AD3F20873DB3","63074","0000000640","GIARDINANDO","2","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"7902386CB625018A0EC8402AB767B4D1","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"A1D42456900E9A267F52793CB9BC1132","63074","0000000640","GIARDINANDO","2","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"C8D6CB4A581C067A2E279B45C8566BAC","63074","0000000640","GIARDINANDO","7","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"CB5BC9201EBC1CD25A73BBD9D621AB0A","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"8BE6979E99CA04C35707ED9EDAC2F7EB","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"9E3A0DCCAEA29EAA7619E97C092C99AC","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"BD5C844E6B5D01968FB72AC91FDC6283","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"777E912669EBC34E148D99D1F7438FB3","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
"C50DADDA89CC6F876C4EED811E0F7092","63074","0000000640","GIARDINANDO","1","1","Classic","1","Classic e Rateali","32","PIANTE E FIORI","7","RETAIL"
